geo,text,user,location,entities,sentiment,country
, #PopeFrancis prays for governments and civil authorities as they seek to deal with the #coronavirus pandemic. #Mass #Homil…,bluebirdtrini,Garden of my thoughts 24/7 = Dangerous,"['', ('PopeFrancis', 'ORG'), '', '']","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}",Error
, everything’s cancelled and i’m bored af so here’s a few of my songs with a #coronavirus rewrite. a thread..,_tifffaaanny_,"Covington, GA","[('’s', 'ORG'), '']","{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.4767}",USA
, Tom Hanks' son Chet gave an update on his parent’s condition after they tested positive for #CoronaVirus. More: …,IvLincoln,,"[(""Tom Hanks'"", 'PERSON'), '', ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}",
," If you think you may have been exposed to the #coronavirus, please call your health care provider FIRST before showing…",ghcsupclerk19,,[''],"{'neg': 0.055, 'neu': 0.714, 'pos': 0.231, 'compound': 0.6369}",
, Did i just hear that correctly.??Pelosi has Abortion Funding in this Bill.??#CoronavirusPandemic #coronavirus,flatfeetaxsvc,San Diego | Los Angeles | USA,"[('Abortion Funding', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," Call it a hunch but I'm guessing a ""man"" who has unprotected sex with a porn star doesn't wash his hands regularly or c…",johnboston76,"Boston, MA",[],"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.5023}",USA
, Liberals are being majestically lame. It's not racist to call it like it is. The #Coronavirus. 🦠 #MadeInChina https:…,Dani06548474,,"[('Coronavirus', 'MONEY')]","{'neg': 0.119, 'neu': 0.638, 'pos': 0.243, 'compound': 0.4442}",
, #Coronavirus testing must be made free to the public if we are going to understand the scope of this crisis. Anything le…,bwadre,"Atlanta, GA",[],"{'neg': 0.173, 'neu': 0.71, 'pos': 0.117, 'compound': -0.3767}",USA
, Streets in Milan and Venice were nearly deserted as Italy added new restrictions to a lockdown imposed to fight #coronavirus h…,Chlumani,,"[('Milan', 'GPE'), ('Venice', 'GPE'), ('Italy', 'GPE'), '']","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.4404}",
, What a lousy day for USA but we now have a real win- watch  get CDC to say “yes” to covering all #CoronaVi…,MicheleDiane8,United States,"[('USA', 'GPE'), ('CDC', 'ORG')]","{'neg': 0.085, 'neu': 0.718, 'pos': 0.197, 'compound': 0.6059}",United States
, Insensitive and inhumane #Princewilliam  #Coronavirus ,omghwddgthr,Planet Earth,"['', ('Princewilliam', 'ORG')]","{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.2263}",USA
," . said: The bad thing is that   didn’t talk to Republicans or the president about it, and they’re…",AlfordJp,,"[('Republicans', 'NORP')]","{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.5423}",
, still has no program in place at JFK for intl arrivals!! What abt other airports around the US?!?!  Total… ,NoplaceReally,Ha-shikkuts Meshomem,"[('JFK', 'ORG'), ('US', 'GPE')]","{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.5759}",Error
," Take the time to watch this, get smart. I'll value the word of a renowned medical professional over reporters who know…",donnadoll38,"Wickliffe, OH",[],"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.6249}",USA
, here's a brief guide i made about #coronavirus. it covers:- how to protect yourself- symptoms- risk factors- #flatte…,jay_notjay,"Cebu, Philippines","[('about #', 'CARDINAL')]","{'neg': 0.112, 'neu': 0.749, 'pos': 0.139, 'compound': 0.128}",Philippines
,Contagion the Drinking game! Grab a Corona and the 2011 film and get your paranoia about Coronavirus amped up!… ,HumanEchoes,,"[('Corona', 'GPE'), ('2011', 'DATE'), ('Coronavirus', 'GPE')]","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.6792}",
," Covid-19 interactive map (using R with shiny, leaflet and dplyr): #CoronavirusPandemic #CoronaOut…",_RMlg,"Málaga, España",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Spain
, WTH? Pelosi trys to take credit for President  &amp; 's proposal on March 9th for paid leave &amp; free #coro…,MrASTM,,"[('March 9th', 'DATE'), ('&amp', 'ORG'), '']","{'neg': 0.196, 'neu': 0.588, 'pos': 0.217, 'compound': 0.1449}",
,DOW JONES IS DOWN 8000 POINTS SINCE FEBRUARY ONE.  That darn Obama.  Oh hey wait a minute Obama is not president an… ,MLHarrisAuthor,"Tampa, FL","[('Obama', 'PERSON'), ('a minute', 'TIME'), ('Obama', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,COVID-19 #CoronaVirus Infographic Datapack — Information is Beautiful ,Coach_ChrisOC,"Fall City, WA","[('CoronaVirus Infographic Datapack', 'ORG')]","{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.5994}",USA
," For accommodations that are REQUIRED BY LAW. So, imagine my surprise (all disabled people’s surprise) when because of…",HufflepuffLord,"Gilbert, AZ",[],"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3321}",USA
, President  announces that he is suspending all travel from Europe to the United States for the next 30 days.…,Doyle_Media,Sydney • 1.0 AU,"[('Europe', 'LOC'), ('the United States', 'GPE'), ('the next 30 days', 'DATE')]","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",Australia
,"Listen to this crazy idea. If we all had a livable wage, access to health insurance, paid time off, and there was a… ",sciencewithroge,"Omaha, NE",[],"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.4118}",USA
,Just left #SamsClub...Is it really a good idea to have food samples out right now? 🦠🤔  … ,greenmonstah4,Hawaii/San Francisco/Cape Cod,"[('SamsClub', 'MONEY')]","{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4927}",USA
, The Government's handling of the #coronavirus outbreak. #CobraMeeting ,North_Hants4eu,"Hampshire, UK","['', ('CobraMeeting', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
, BREAKING: The Met is closing due to #coronavirus.,HerbScribner,"Salt Lake City, UT",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," Starting tonight at 7:30pm PDT we are offering video broadcasts and livestreams to share strength, comfort and unity w…",Nanbits,NYC,"[('tonight', 'TIME')]","{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.7845}",USA
," So, you’ve probably seen mine and other disabled people’s pissed off tweets about the response to the #CoronaVirus. Y…",ice_witch_13,Xadia,"['', ('CoronaVirus', 'ORG')]","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.6369}",Error
,"Last week was non-stop memes. It’s all fun &amp; bants until the #CoronaVirus threat comes to your country, city &amp; even… ",Majstar7,"Leicester, England","[('Last week', 'DATE'), '', ('CoronaVirus', 'ORG')]","{'neg': 0.132, 'neu': 0.739, 'pos': 0.128, 'compound': -0.0258}",UK
," SOUTH KOREA𝗧𝗘𝗦𝗧𝗦 𝟭𝟭,𝟬𝟬𝟬 𝗣𝗘𝗢𝗣𝗟𝗘 𝗔 𝗗𝗔𝗬 𝗙𝗢𝗥 #𝗖𝗢𝗥𝗢𝗡𝗔𝗩𝗜𝗥𝗨𝗦Spends 13.45% of budget on Health  USA:𝗧𝗘𝗦𝗧𝗦 𝟭𝟭,𝟬𝟬𝟬 𝗶𝗻 𝟯 𝗠𝗢𝗡𝗧𝗛𝗦 𝗼𝗻 #𝗖𝗢𝗥𝗢…",akhilnayak007,,"[('𝗗𝗔𝗬', 'ORG'), ('13.45%', 'PERCENT')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,i’m just happy i don’t have to half time for my basketball team anymore 🤧🦠👉🏻👈🏻 #coronavirus,kayyyleighhhhhh,,"[('half', 'CARDINAL'), ('\U0001f9a0', 'GPE')]","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.5719}",
,Socialist measures within a capitalist society can exist. The actions being taken now even by Trump show that socia… ,jackiechaannn,"Boston, MA","[('Trump', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, The  has started a #coronavirus newsletter for a gathering place for our stories and information you may…,michaeldeeds,Boise,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," #BREAKING: Congress Shuts Down U.S. Capitol, House, Senate Offices To Public Until April 1, Amid #Coronavirus Spread ht…",Lizbethjoy,,"['', ('BREAKING', 'ORG'), ('Congress', 'ORG'), ('Shuts Down', 'PERSON'), ('U.S.', 'GPE'), ('Capitol', 'ORG'), ('House', 'ORG'), ('Senate', 'ORG'), ('April 1', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
," SEEN IN KIGALI: To prevent the risk of #Coronavirus outbreak, passengers at the Kigali Bus Park have to wash their hand…",rae05201,,"['', ('the Kigali Bus Park', 'FAC')]","{'neg': 0.095, 'neu': 0.856, 'pos': 0.05, 'compound': -0.25}",
," Do Not Panic , Take proper preparation. Let’s play our role , Wash your hands frequently, follow all instructions by …",Abhishek1025,India,"[('’s', 'PERSON')]","{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.6251}",India
, co-quarantined with an abuser? worried about having to self-isolate from #coronavirus in a dangerous home situation? Please…,starincali,,[''],"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.8504}",
," #Coronavirus update:  extends spring break 1 week, suspends face-to-face classes for the rest of spring semest…",gabe_t,Columbus Ohio,"[('spring', 'DATE'), ('1 week', 'DATE')]","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.128}",USA
," JUST IN: An American Airlines pilot has tested positive for #coronavirus, according to the airline and a second source fami…",Sunni_in_SoCal,"Cali, Brooklyn, Vegas","[('American Airlines', 'ORG'), '', ('second', 'ORDINAL')]","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}",USA
, It turns out that the toilet paper issue we have here is happening all over the world!!! Why ?? Why to… ,paranoidpal,Ohio USA,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,"  you must do everything in your power to protect South Africans, especially our impoverished communities…",BarbieROARS,非洲,"[('South Africans', 'NORP')]","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.3818}",Africa
," COVID-19 update as of this morning:1. Death toll in Italy passes 1,0002. Arsenal's head coach Arteta tests positive3. US…",jessereignz,South Africa,"[('Italy', 'GPE'), ('1,0002', 'CARDINAL'), ('Arsenal', 'ORG'), ('Arteta', 'ORG'), ('US', 'GPE')]","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.5994}",South Africa
," France will, from next week, close all nurseries, schools and universities to try to curb the spread of #coronavirus, Presiden…",dampagne,"Lagos, Nigeria","[('France', 'GPE'), ('next week', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Nigeria
," I wish adults would act like adults &amp; stop this unnecessary, insane panic.  Cancelling spring break. Cancelling #Marc…",MAGAMCAGA1,USA ,"[('&amp', 'ORG')]","{'neg': 0.437, 'neu': 0.37, 'pos': 0.193, 'compound': -0.6808}",United States
, You can't even get the basics right!Wales has its own Chief Medical Officer as does Scotland and................. Englan…,gwpurnell,Edinburgh,"[('Scotland', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
, Here's what you need to know about self-quarantine. #Coronavirus ,nrlaisyahh,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,Broadway Cancels All Performances Until April 13 Due to #Coronavirus Concerns  | Such sad ne… ,alswrite,Motown,"[('April 13', 'DATE'), '']","{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.6124}",USA
, DISNEYLAND CLOSED FOR CORONAVIRUS #Disneyland #coronavirus #Disney #DisneyParks #DisneylandClosed…,arudarinngu,今期1番面白いアニメはダーウィンズゲームです。,"['', ('DisneylandClosed', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",ActuallyAIex,The Jersey Shore,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",USA
, Ignorant “boys with toys” need to grow up and go home! Shut it all down now. Danger to our communities… ,clearticulation,,[],"{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6996}",
,If you can’t beat them... #NewProfilePic #Covid_19 #coronavirus ,M_Shass,Europa league ,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Switzerland
, History will not be kind over Boris Johnson's handling of the #Coronavirus crisis. His govt have destroyed NHS resilience.…,Petehof,,"[(""Boris Johnson's"", 'PERSON'), '', ('NHS', 'ORG')]","{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.8772}",
," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",LakeElysia,The Elysian Fields,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",USA
, Has Johnson government been complacent in its response to Coronavirus (#CODVID19) so far? “Wasted a month” ... “trea…,BindeshM,,"[('Johnson', 'PERSON'), ('Coronavirus', 'GPE'), ('CODVID19', 'MONEY')]","{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.0772}",
," ⚠️Insurance companies will waive copayments for #coronavirus testing but NOT for treatment.In most states, people with…",BeverlyFolkers,Illinois,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," Source at State Department says ""we are forced to run around like headless chickens because there is 0 leadership by Trump…",umikomorebi,https://t.co/WMK7OtCVMe,"[('State Department', 'ORG'), ('Trump', 'ORG')]","{'neg': 0.128, 'neu': 0.766, 'pos': 0.106, 'compound': -0.128}",Error
, #CoronaVirus meets :U.S. Senator  introduces bill to protect voters &amp; elections against inf…,RebeccaWethman,,"['', ('CoronaVirus', 'ORG'), ('U.S.', 'GPE')]","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3818}",
, Stay safe.—#Covid19#CoronaVirus#Ghana ,CypherDavid,"Tema, Ghana",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Ghana
," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",PaddysMad,Bramall Lane Home Of Football,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",UK
, In a few minutes Anonymous Bites Back is live with a new #CoronaVirus special.Subject: European DawnStream:https:…,YourMarkLubbers,Mark @ Anonymous Bites Back,"[('a few minutes', 'TIME'), ('Anonymous Bites Back', 'PERSON'), '', ('CoronaVirus', 'ORG'), ('European DawnStream', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
, More people died in the city of Chicago over the weekend (due to some dem’s corruption &amp; addiction to power over people) th…,SueSuebarker12,Smoky Mountains,"[('Chicago', 'GPE'), ('the weekend', 'DATE')]","{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.5965}",United States
," A charter flight carrying a 9-member Chinese aid team, along with tonnes of medical supplies, arrived at #Rome's Fiumi…",red__RD,,"[('Chinese', 'NORP'), ('Rome', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, Trump is now doing to America what he did to me and 20 other women. #Coronavirus  #CoronavirusPandemic,B_rad_mmc,,"[('Trump', 'ORG'), ('America', 'GPE'), ('20', 'CARDINAL'), ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, President : I restricted travel to prevent American deaths from #Coronavirus ,Rosebud46607781,"Covington, LA","[('American', 'NORP'), '']","{'neg': 0.243, 'neu': 0.654, 'pos': 0.103, 'compound': -0.3612}",USA
,"MIT biologist Dr. Ayyadurai performs research nearly every day on the immune system, says the  #coronavirus fear mo… ",JoyLinPark,"Sierra Nevada Foothills, CA","[('MIT', 'ORG'), ('Ayyadurai', 'PERSON'), ('nearly every day', 'DATE'), '']","{'neg': 0.15, 'neu': 0.748, 'pos': 0.103, 'compound': -0.25}",USA
," Saitama City being an absolute piece of shit. With the #COVID19 / #coronavirus happening, Saitama City gave out boxes of…",goofyfootgaijin,Japan,"[('Saitama City', 'GPE'), '', ('Saitama City', 'GPE')]","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.5574}",Japan
, I still look to #SouthKorea as the most instructive example of how to handle the #COVID19 #Coronavirus outbreak. Massive scre…,SusanSeaside,New England,"[('SouthKorea', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Watch this video to learn how you can help prevent the spread of respiratory diseases like the novel #coronavirus (#COVID19). T…,corzine_r,,"['', ('COVID19', 'MONEY')]","{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.765}",
, Cartoon on #coronavirus #TrumpVirus #Trump2020 #Trumpspeech ,junglejimmy1,"Victoria, British Columbia",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
, BREAKING:  just got CDC Director Redfield to commit to using his authority under existing law to make #Covi…,RVHugs,"Missouri, USA","[('CDC', 'ORG'), ('Redfield', 'PERSON'), '']","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.3612}",USA
, Amazing. Fed announced financial market intervention of more than a TRILLION dollars and markets are back down more than 7%.…,Brwnidgl333,Nevada,"[('Fed', 'ORG'), ('more than a TRILLION dollars', 'MONEY'), ('more than 7%', 'PERCENT')]","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.5859}",USA
, BREAKING:   ALL public schools in Maryland are closed March 16 through March 27.Gatherings of more than 250 people are n…,rj1975,Tarheel Territory ,"[('Maryland', 'GPE'), ('March 16 through March', 'DATE'), ('more than 250', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
,Yall over exaggerating over this whole coronavirus shit calm tf down i dont see anyone canceling the nba because of… ,Pablomtz16_pm,,[],"{'neg': 0.225, 'neu': 0.678, 'pos': 0.097, 'compound': -0.4588}",
," Very considerate cancellation of the international  Grand Prix so that sports fans in Melbourne, Australia, are not i…",Asian_Football,Asia,"[('Melbourne', 'GPE'), ('Australia', 'GPE')]","{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7346}",Asia
," Congress must pass the “Families First Coronavirus Response Act” that includes vital funding for free #coronavirus testing, incr…",TFDWofficial,"Tennessee, USA","[('Congress', 'ORG'), '']","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.6705}",USA
